"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
297,"Lafleche & District Health Centre",2013-08-11 12:49:00,"Box 159, 315 Main St., Lafleche, SK, S0H 2K0","ID: 71 Telehealth:  Rescode: 7430 Telephone: 472-5230 Fax: 472-5405","Five Hills,Health Centre w/ Special Care Home",49.716666666667,-106.58333333333,"YES","YES"
298,"Lady Minto Health Care Centre",2014-09-24 12:49:00,"Box 330, 1513 1st Ave S., Edam, SK, S0M 0V0","ID: 33 Telehealth:  Rescode: 46951 Telephone: 397-2222 Fax: 397-2225","Prairie North,Health Centre w/ Special Care Home",53.183333333333,-108.76666666667,"YES","YES"
299,"La Ronge Health Centre",2014-11-22 12:49:00,"Box 6000, 227 Blacklund Street, La Ronge, SK, S0J 1L0","ID: 83 Telehealth: Yes Rescode: 80430 Telephone: 425-2422 Fax: 425-5432","Mamawetan Churchill River,Hospital w/ Special Care Home,Northern Hospital,Telehealth",55.2,-105.28333333333,"YES","YES"
300,"La Ronge",2014-11-20 12:49:00,"La Ronge Medical Clinic, P.O. Box 240, La Ronge, SK, S0J 1L0","ID: 12 Telehealth:  Rescode: 80430 Telephone: 425 2174 Fax: ","Keewatin Yatthé,Primary Health Centre",55.1,-105.28333333333,"YES","YES"
301,"La Loche Health Centre",2014-11-25 12:49:00,"Bag Service #1, La Loche, SK, S0M 1G0","ID: 301 Telehealth: Yes Rescode: 80272 Telephone: 822-3200 Fax: 822-2112","Keewatin Yatthé,Hospital w/ Special Care Home,Northern Hospital,Telehealth",56.483333333333,-109.43333333333,"YES","YES"
302,"La Hacienda Care Home",2013-12-03 12:49:00,"3 Dunsmore Drive, Regina, SK, S4T 7L7","ID: 6483 Telehealth:  Rescode: 15923 Telephone: 545-9142 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8399999999999,-104.61666666667,"YES","YES"
303,"L. Gervais Memorial Health Centre",2014-11-19 12:49:00,"Box 100, Main Street, Goodsoil, SK, S0M 1A0","ID: 45 Telehealth: Yes Rescode: 62250 Telephone: 238-2100 Fax: 238-4449","Prairie North,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",54.3999999999999,-109.216666666669,"YES","YES"
304,"L & J Homes",2013-11-30 12:49:00,"103 McIntyre Street, Regina, SK, S4R 2L5","ID: 4723 Telehealth:  Rescode: 15923 Telephone: 545-9165 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8299999999999,-104.61666666667,"YES","YES"
305,"Kyle & District Health Centre",2013-12-02 12:49:00,"Box 70, 208 3rd Avenue E., Kyle, SK, S0L 1T0","ID: 69 Telehealth:  Rescode: 22830 Telephone: 375-2251 Fax: 375-2422","Heartland,Health Centre w/ Special Care Home",50.833333333333,-108.03333333333,"YES","YES"
306,"Kyle",2013-12-01 12:49:00,"Kyle Medical Clinic, P.O. Box 99, Kyle, SK, S0L 1T0","ID: 11 Telehealth:  Rescode: 22830 Telephone: 867-9700 Fax: ","Heartland,Primary Health Centre",50.83,-108.03333333333,"YES","YES"
307,"Kowalchuks' Personal Care Home",2014-05-16 12:49:00,"2401 Jarvis Drive, Saskatoon, SK, S7J 2T8","ID: 1937 Telehealth:  Rescode: 34424 Telephone: 477-2762 Fax: ","Saskatoon,Personal Care Home",52.1379999999999,-106.63333333333,"YES","YES"
308,"Kowalchuk's Personal Care Home",2014-03-21 12:49:00,"406 7th Street East, Wynyard, SK, S0A 4T0","ID: 5215 Telehealth:  Rescode: 30830 Telephone: 554-3561 Fax: ","Saskatoon,Personal Care Home",51.76,-104.18333333333,"YES","YES"
309,"Kipling Memorial Health Centre",2013-08-27 12:49:00,"Box 420, 803 1st Street, Kipling, SK, S0G 2S0","ID: 68 Telehealth: Yes Rescode: 12430 Telephone: 736-2553 Fax: 736-8407","Sun Country,Hospital,Community Hospital,Telehealth",50.1,-102.63333333333,"YES","YES"
310,"Kinmara Care Home",2013-11-29 12:49:00,"74 Duncan Crescent, Regina, SK, S4T 6L5","ID: 4057 Telehealth:  Rescode: 15923 Telephone: 545-7072 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8199999999999,-104.61666666667,"YES","YES"
311,"Kinistino Personal Care Home",2014-09-11 12:49:00,"210 Dixon Avenue, Kinistino, SK, S0E 1A0","ID: 6556 Telehealth:  Rescode: 45930 Telephone: 864-2257 Fax: ","Prince Albert Parkland,Personal Care Home",52.97,-105.03333333333,"YES","YES"
312,"Kinistino Health Centre",2014-09-10 12:49:00,"Box 460, 111 Meyers Avenue, Kinistino, SK, S0J 1H0","ID: 67 Telehealth:  Rescode: 45930 Telephone: 864-2292 Fax: 864-2440","Prince Albert Parkland,Health Centre",52.96,-105.03333333333,"YES","YES"
313,"Kindersley Integrated Health Facility",2014-03-06 12:49:00,"1003 1st Street W., Kindersley, SK, S0L 1S2","ID: 66/20132 Telehealth: Yes Rescode: 29030 Telephone: 463-2611 Fax: 463-4550","Heartland,Hospital w/ Special Care Home,District Hospital,Telehealth",51.466666666667,-109.16666666667,"YES","YES"
314,"Kincaid Personal Care Home",2013-08-03 12:49:00,"101 - 2nd Street East, Kincaid, SK, S0H 2J0","ID: 5789 Telehealth:  Rescode: 7553 Telephone: 264-3971 Fax: ","Five Hills,Personal Care Home",49.68,-107,"YES","YES"
315,"Kincaid Health Centre",2013-07-30 12:49:00,"Box 179, Municipal Road, Kincaid, SK, S0H 2J0","ID: 65 Telehealth:  Rescode: 7553 Telephone: 264-3233 Fax: 264-3878","Five Hills,Health Centre",49.67,-107,"YES","YES"
316,"Kiaskus Villa",2013-08-28 12:49:00,"143 Green Street, Gull Lake, SK, S0N 1A0","ID: 6750 Telehealth:  Rescode: 13930 Telephone: 672-3672 Fax: ","Cypress,Personal Care Home",50.11,-108.483333333329,"YES","YES"
317,"Kerrobert Integrated Health Facility",2014-03-28 12:49:00,"635 Alberta Avenue, Kerrobert, SK, S0L 1R0","ID: 64/21126 Telehealth:  Rescode: 35130 Telephone: 834-2646 Fax: 834-1007","Heartland,Hospital w/ Special Care Home,Community Hospital",51.916,-109.13333333333,"YES","YES"
318,"Kennedy Manor Care Home",2013-11-28 12:49:00,"22 Kennedy Crescent, Regina, SK, S4R 6G4","ID: 5959 Telehealth:  Rescode: 15923 Telephone: 545-8057 Fax: ","Regina Qu'Appelle,Personal Care Home",50.8099999999999,-104.61666666667,"YES","YES"
319,"Kelvington Hospital",2014-06-15 12:49:00,"Box 70, 512 1st Avenue S., Kelvington, SK, S0A 1W0","ID: 63 Telehealth: Yes Rescode: 36630 Telephone: 327-4711 Fax: 327-5115","Kelsey Trail,Hospital,Community Hospital,Telehealth",52.1666666666669,-103.53333333333,"YES","YES"
320,"Kelvindell Lodge",2014-06-08 12:49:00,"Box 280, 701 6th Avenue W., Kelvington, SK, S0A 1W0","ID: 42118 Telehealth:  Rescode: 36630 Telephone: 327-5151 Fax: 327-4504","Kelsey Trail,Special Care Home",52.16,-103.53333333333,"YES","YES"
321,"Kamsack Hospital/Kamsack & District Nursing Home",2014-03-14 12:49:00,"Box 429, 341 Stewart Street, Kamsack, SK, S0A 1S0","ID: 62/34115 Telehealth:  Rescode: 27130 Telephone: 542-2635 Fax: 542-4360","Sunrise,Hospital w/ Special Care Home,Community Hospital",51.56,-101.9,"YES","YES"
322,"Kabul Personal Care Home",2014-10-07 12:49:00,"361 A/B - 22nd St. West, Prince Albert, SK, S6V 4K5","ID: 3336 Telehealth:  Rescode: 46122 Telephone: 764-2230 Fax: ","Prince Albert Parkland,Personal Care Home",53.28,-105.76666666667,"YES","YES"
323,"Juma Care Services, Inc.",2013-11-23 12:49:00,"46 Rogers Place, Regina, SK, S4S 6S1","ID: 7307 Telehealth:  Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home",50.7899999999999,-104.61666666667,"YES","YES"
324,"Juma Care Services, Inc.",2013-11-24 12:49:00,"46 Rogers Place, Regina, SK, S4S 6S1","ID: 7307 Telehealth:  Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home",50.7999999999999,-104.61666666667,"YES","YES"
325,"Jubilee Residences Inc. (Stensrud)",2014-05-15 12:49:00,"2202 McEown Avenue, Saskatoon, SK, S7J 3L6","ID: 45223 Telehealth:  Rescode: 34424 Telephone: 373-5880 Fax: 373-5586","Saskatoon,Special Care Home",52.1369999999999,-106.63333333333,"YES","YES"
326,"Jubilee Residences Inc. (Porteous)",2014-05-14 12:49:00,"833 Avenue P N., Saskatoon, SK, S7L 2W5","ID: 45214 Telehealth:  Rescode: 34424 Telephone: 382-2626 Fax: 477-0308","Saskatoon,Special Care Home",52.1359999999999,-106.63333333333,"YES","YES"
327,"Jubilee Lodge",2014-09-09 12:49:00,"Box 370, 410 Meyers Avenue, Kinistino, SK, S0J 1H0","ID: 32119 Telehealth:  Rescode: 45930 Telephone: 864-2851 Fax: 864-2440","Prince Albert Parkland,Special Care Home",52.95,-105.03333333333,"YES","YES"
328,"Jubilee Home",2014-10-13 12:49:00,"3902 45th Ave., Lloydminster, SK, S9V 1Z2","ID: 25119 Telehealth:  Rescode: 50229 Telephone: 820-5950 Fax: 825-9869","Prairie North,Special Care Home",53.287,-110,"YES","YES"
329,"Josie's Personal Care Home",2013-11-22 12:49:00,"1776 Rothwell Street, Regina, SK, S4N 2B9","ID: 3808 Telehealth:  Rescode: 15923 Telephone: 781-7483 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7799999999999,-104.61666666667,"YES","YES"
330,"JCL Care Home Inc.",2014-05-13 12:49:00,"391 Delaronde Road, Saskatoon, SK, S7J 3Y5","ID: 5002 Telehealth:  Rescode: 34424 Telephone: 373-2928 Fax: ","Saskatoon,Personal Care Home",52.1349999999999,-106.63333333333,"YES","YES"
331,"Janet's Personal Care Home",2013-11-21 12:49:00,"4210 England Road, Regina, SK, S4R 4N9","ID: 5991 Telehealth:  Rescode: 15923 Telephone: 543-9949 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7699999999999,-104.61666666667,"YES","YES"
332,"Ivy's Care Home",2013-12-22 12:49:00,"229 Young Street, Earl Grey, SK, S0G 1J0","ID: 841 Telehealth:  Rescode: 21951 Telephone: 939-2270 Fax: ","Regina Qu'Appelle,Personal Care Home",50.933333333333,-104.716666666669,"YES","YES"
333,"Ituna Pioneer Health Care Centre",2014-01-27 12:49:00,"Box 130, 320 5th Avenue E., Ituna, SK, S0A 1N0","ID: 60/40121 Telehealth:  Rescode: 24630 Telephone: 795-2622 Fax: 795-2726","Sunrise,Health Centre w/ Special Care Home",51.16,-103.5,"YES","YES"
334,"Ituna Personal Care Home",2014-01-28 12:49:00,"Box 640, Ituna, SK, S0A 1N0","ID: 7618 Telehealth:  Rescode: 24630 Telephone: 795-2660 Fax: ","Sunrise,Personal Care Home",51.1666666666669,-103.5,"YES","YES"
335,"It's Home At Kathy's",2013-11-20 12:49:00,"330 Black Drive, Regina, SK, S4X 2V7","ID: 3735 Telehealth:  Rescode: 15923 Telephone: 789-3710 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7599999999999,-104.61666666667,"YES","YES"
336,"Irene's Personal Care Home",2013-07-31 12:49:00,"568 Poplar Crescent, Shaunavon, SK, S0N 2M0","ID: 6491 Telehealth:  Rescode: 7830 Telephone: 297-3290 Fax: ","Cypress,Personal Care Home",49.67,-108.41666666667,"YES","YES"
337,"Invermay Health Centre/Gateway Lodge",2014-03-24 12:49:00,"Box 160, Invermay, SK, S0A 1M0","ID: 59/35127 Telehealth:  Rescode: 30553 Telephone: 594-2133 Fax: 542-4360","Sunrise,Health Centre w/ Special Care Home",51.7999999999999,-103.15,"YES","YES"
338,"Indian Head Hospital",2013-10-23 12:49:00,"Box 340, 300 Hospital St., Indian Head, SK, S0G 2K0","ID: 58 Telehealth:  Rescode: 15630 Telephone: 695-3878 Fax: 695-2525","Regina Qu'Appelle,Hospital,Community Hospital",50.54,-103.66666666667,"YES","YES"
339,"Ina Grafton Gage Home",2013-10-03 12:49:00,"200 Iroquois Street East, Moose Jaw, SK, S6H 4T3","ID: 6041 Telehealth:  Rescode: 16120 Telephone: 692-4882 Fax: ","Five Hills,Personal Care Home",50.46,-105.53333333333,"YES","YES"
340,"Ika's Care Home",2014-10-06 12:49:00,"1007 Woodman Crescent, Prince Albert, SK, S6V 6L5","ID: 3530 Telehealth:  Rescode: 46122 Telephone: 763-0965 Fax: ","Prince Albert Parkland,Personal Care Home",53.27,-105.76666666667,"YES","YES"
341,"Humboldt Personal Care Home",2014-07-12 12:49:00,"10 Barnes Crescent, Humboldt, SK, S0K 2A0","ID: 6645 Telehealth:  Rescode: 37030 Telephone: 682-4584 Fax: ","Saskatoon,Personal Care Home",52.22,-105.11666666667,"YES","YES"
342,"Humboldt District Health Complex",2014-07-10 12:49:00,"Box 10, 1210 9th Street N., Humboldt, SK, S0K 2A0","ID: 54 Telehealth: Yes Rescode: 37030 Telephone: 682-2603 Fax: 682-4046","Saskatoon,Hospital,District Hospital,Telehealth",52.2,-105.11666666667,"YES","YES"
343,"Hudson Bay Health Care Facility",2014-08-30 12:49:00,"Box 940, 614 Prince Street, Hudson Bay, SK, S0E 0Y0","ID: 53/33112 Telehealth: Yes Rescode: 39430 Telephone: 865-2219 Fax: 865-2429","Kelsey Trail,Hospital w/ Special Care Home,Community Hospital,Telehealth",52.82,-102.38333333333,"YES","YES"
344,"Hudson Bay",2014-08-27 12:49:00,"Hudson Bay Medical Clinic, P.O. Box 1170, Hudson Bay, SK, S0E 0Y0","ID: 10 Telehealth:  Rescode: 39430 Telephone: 873-3885 Fax: ","Kelsey Trail,Primary Health Centre",52.81,-102.38333333333,"YES","YES"
345,"Home Style Personal Care Home",2014-05-12 12:49:00,"855/857 Coppermine Cresc, Saskatoon, SK, S7K 4K9","ID: 4936 Telehealth:  Rescode: 34424 Telephone: 934-0009 Fax: ","Saskatoon,Personal Care Home",52.1339999999999,-106.63333333333,"YES","YES"
346,"Hodgeville*",2013-08-31 12:49:00,"Hodgeville Health Centre-Main St., Main Street, PO Box 232, Hodgeville, SK, S0H 2B0","ID: 20b Telehealth:  Rescode: 13553 Telephone: 677-2292 Fax: ","Cypress,Primary Health Centre",50.116666666667,-106.966666666669,"YES","YES"
347,"Hodgeville Health Centre",2013-08-30 12:49:00,"Box 232, Main Street, Hodgeville, SK, S0H 2B0","ID: 614 Telehealth:  Rescode: 13553 Telephone: 677-2292 Fax: 677-2584","Cypress,Health Centre",50.116666666667,-106.966666666669,"YES","YES"
348,"Hochelaga Senior Care",2013-10-01 12:49:00,"162 Hochelaga Street West, Moose Jaw, SK, S6H 2G2","ID: 6440 Telehealth:  Rescode: 16120 Telephone: 693-3406 Fax: ","Five Hills,Personal Care Home",50.45,-105.53333333333,"YES","YES"
349,"Hillside Care Home",2014-10-05 12:49:00,"231 - 21st Street East, Prince Albert, SK, S6V 1L9","ID: 6106 Telehealth:  Rescode: 46122 Telephone: 764-5039 Fax: ","Prince Albert Parkland,Personal Care Home",53.26,-105.76666666667,"YES","YES"
350,"Hill Top Manor",2013-08-10 12:49:00,"356 - 6th Avenue S.E., Weyburn, SK, S4H 3M5","ID: 6734 Telehealth:  Rescode: 6726 Telephone: 848-1500 Fax: ","Sun Country,Personal Care Home",49.71,-103.849999999999,"YES","YES"
351,"Hill Haven Home Care",2014-05-11 12:49:00,"54 Churchill Drive, Saskatoon, SK, S7K 3X4","ID: 5177 Telehealth:  Rescode: 34424 Telephone: 249-4376 Fax: ","Saskatoon,Personal Care Home",52.1329999999999,-106.63333333333,"YES","YES"
352,"Herbert Nursing Home Inc.",2013-09-29 12:49:00,"Box 520, 405 Herbert Avenue, Herbert, SK, S0H 2A0","ID: 3124 Telehealth:  Rescode: 16530 Telephone: 784-2466 Fax: 784-2449","Cypress,Special Care Home",50.44,-107.216666666669,"YES","YES"
353,"Herbert Morse Hospital",2013-09-27 12:49:00,"Box 220, 303 Brownlee Street, Herbert, SK, S0H 2A0","ID: 51 Telehealth: Yes Rescode: 16530 Telephone: 784-2202 Fax: 784-3452","Cypress,Hospital,Community Hospital,Telehealth",50.433333333333,-107.216666666669,"YES","YES"
354,"Herbert Heritage Manor",2013-09-25 12:49:00,"1329 Herbert Avenue, Herbert, SK, S0H 2A0","ID: 5118 Telehealth:  Rescode: 16530 Telephone: 784-3167 Fax: ","Cypress,Personal Care Home",50.43,-107.216666666669,"YES","YES"
355,"Herb Bassett Home",2014-10-04 12:49:00,"1220 25th Street W., Prince Albert, SK, S6V 7P7","ID: 28127 Telehealth:  Rescode: 46122 Telephone: 765-6000 Fax: 765-2871","Prince Albert Parkland,Special Care Home",53.25,-105.76666666667,"YES","YES"
356,"Helping Hands Personal Care Home",2013-11-19 12:49:00,"226 Hansen Drive, Regina, SK, S4X 2Y6","ID: 5800 Telehealth:  Rescode: 15923 Telephone: 545-7733 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7499999999999,-104.61666666667,"YES","YES"
357,"Hayes Haven PCH Inc.",2013-10-21 12:49:00,"110 Howard Street, Indian Head, SK, S0G 2K0","ID: 7315 Telehealth:  Rescode: 15630 Telephone: 695-3384 Fax: ","Regina Qu'Appelle,Personal Care Home",50.5333333333329,-103.66666666667,"YES","YES"
358,"Hafford Special Care Centre and Primary Care Site",2014-08-25 12:49:00,"Box 130, Hafford, SK, S0J 1A0","ID: 50/29111 Telehealth:  Rescode: 43530 Telephone: 549-2108 Fax: 549-4660","Prince Albert Parkland,Health Centre w/ Special Care Home,Hospital operating as Health Centre",52.74,-107.349999999999,"YES","YES"
359,"Hafford",2014-08-23 12:49:00,"Hafford Hospital and Special Care Home, P.O. Box 100, Hafford, SK, S0J 1A0","ID: 9a Telehealth:  Rescode: 43530 Telephone: 883-3300 Fax: ","Prince Albert Parkland,Primary Health Centre",52.73,-107.349999999999,"YES","YES"
360,"Gull Lake Special Care Centre",2013-08-26 12:49:00,"Box 539, 751 Grey Street, Gull Lake, SK, S0N 1A0","ID: 48/2112 Telehealth: Yes Rescode: 13930 Telephone: 672-4700 Fax: 672-4133","Cypress,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",50.1,-108.483333333329,"YES","YES"
361,"Greystone Personal Care Home",2014-05-10 12:49:00,"40 Lindsay Drive, Saskatoon, SK, S7H 3E1","ID: 4766 Telehealth:  Rescode: 34424 Telephone: 955-0253 Fax: ","Saskatoon,Personal Care Home",52.1319999999999,-106.63333333333,"YES","YES"
362,"Grenfell Health Centre",2013-09-19 12:49:00,"Box 243, 721 Stella Street, Grenfell, SK, S0G 2B0","ID: 47 Telehealth: Yes Rescode: 15431 Telephone: 697-2853 Fax: 697-3459","Regina Qu'Appelle,Health Centre,Telehealth",50.4166666666669,-102.93333333333,"YES","YES"
363,"Grenfell and District Pioneer Home",2013-09-18 12:49:00,"Box 760, 710 Regina Avenue, Grenfell, SK, S0G 2B0","ID: 13123 Telehealth:  Rescode: 15431 Telephone: 697-2842 Fax: 697-2280","Regina Qu'Appelle,Special Care Home",50.416,-102.93333333333,"YES","YES"
364,"Green Acres Lodge",2013-11-07 12:49:00,"407 Persson Street, Stockholm, SK, S0A 3Y0","ID: 7582 Telehealth:  Rescode: 18354 Telephone: 793-2115 Fax: ","Sunrise,Personal Care Home",50.6499999999999,-102.3,"YES","YES"
365,"Grasslands Health Centre",2013-07-08 12:49:00,"Box 219, 1006 Hwy. 2, Rockglen, SK, S0H 3R0","ID: 132 Telehealth: Yes Rescode: 1230 Telephone: 476-2030 Fax: 476-2534","Five Hills,Health Centre w/ Special Care Home,Telehealth",49.183333333333,-105.95,"YES","YES"
366,"Govor's Guest Home",2014-10-03 12:49:00,"1021 River Street West, Prince Albert, SK, S6V 3A1","ID: 5436 Telehealth:  Rescode: 46122 Telephone: 764-2205 Fax: ","Prince Albert Parkland,Personal Care Home",53.24,-105.76666666667,"YES","YES"
367,"Goodfellows' Lodge",2014-05-09 12:49:00,"R.R.#5, Box 59, Site 507, Saskatoon, SK, S7K 3J8","ID: 1104 Telehealth:  Rescode: 34424 Telephone: 384-1870 Fax: ","Saskatoon,Personal Care Home",52.1309999999999,-106.63333333333,"YES","YES"
368,"Good Shepherd",2014-05-08 12:49:00,"124 Avenue Y South, Saskatoon, SK, S7M 3J3","ID: 4758 Telehealth:  Rescode: 34424 Telephone: 384-4708 Fax: ","Saskatoon,Personal Care Home",52.1299999999999,-106.63333333333,"YES","YES"
369,"Good Hope Care Home",2013-11-18 12:49:00,"261 Wascana Street, Regina, SK, S4R 4H8","ID: 5827 Telehealth:  Rescode: 15923 Telephone: 543-7468 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7399999999999,-104.61666666667,"YES","YES"
370,"Golden Prairie Home Ltd.",2013-10-20 12:49:00,"Box 250, 916 Eden Street, Indian Head, SK, S0G 2K0","ID: 14117 Telehealth:  Rescode: 15630 Telephone: 695-3636 Fax: 695-2698","Regina Qu'Appelle,Special Care Home",50.53,-103.66666666667,"YES","YES"
371,"Golden Oaks Personal Care Home",2013-11-16 12:49:00,"5048/5052 Sherwood Drive, Regina, SK, S4R 4C1","ID: 6327 Telehealth:  Rescode: 15923 Telephone: 543-1392 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7299999999999,-104.61666666667,"YES","YES"
372,"Golden Oaks Personal Care",2013-11-15 12:49:00,"5054/5060 Sherwood Drive, Regina, SK, S4R 4C1","ID: 6335 Telehealth:  Rescode: 15923 Telephone: 543-1392 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7199999999999,-104.61666666667,"YES","YES"
373,"Golden Acres Care Home",2014-10-02 12:49:00,"701 McIntosh Drive, Prince Albert, SK, S6V 6M5","ID: 6610 Telehealth:  Rescode: 46122 Telephone: 764-2068 Fax: ","Prince Albert Parkland,Personal Care Home",53.23,-105.76666666667,"YES","YES"
374,"GNE Care Home",2014-05-07 12:49:00,"801/803 Avenue I South, Saskatoon, SK, S7M 1Z3","ID: 4855 Telehealth:  Rescode: 34424 Telephone: 665-1660 Fax: ","Saskatoon,Personal Care Home",52.1289999999999,-106.63333333333,"YES","YES"
375,"Glendalough Care Home",2013-11-14 12:49:00,"56 Duncan Crescent, Regina, SK, S4T 6L3","ID: 5703 Telehealth:  Rescode: 15923 Telephone: 924-0553 Fax: ","Regina Qu'Appelle,Personal Care Home",50.7099999999999,-104.61666666667,"YES","YES"
376,"Gladrheims Care Home",2013-11-13 12:49:00,"2135 - 5th Avenue North, Regina, SK, S4R 0R9","ID: 5193 Telehealth:  Rescode: 15923 Telephone: 525-0871 Fax: ","Regina Qu'Appelle,Personal Care Home",50.6999999999999,-104.61666666667,"YES","YES"
377,"Gerbrandt Homes",2014-05-05 12:49:00,"327 Wedge Road, Saskatoon, SK, S7L 2G1","ID: 1791 Telehealth:  Rescode: 34424 Telephone: 384-7614 Fax: ","Saskatoon,Personal Care Home",52.1269999999999,-106.63333333333,"YES","YES"
378,"Gerbrandt Homes",2014-05-06 12:49:00,"262 Wedge Road, Saskatoon, SK, S7L 6E9","ID: 5339 Telehealth:  Rescode: 34424 Telephone: 382-9725 Fax: ","Saskatoon,Personal Care Home",52.1279999999999,-106.63333333333,"YES","YES"
379,"Gentle Touch",2013-11-12 12:49:00,"122 Salemka Crescent, Regina, SK, S4R 7S1","ID: 3832 Telehealth:  Rescode: 15923 Telephone: 924-5396 Fax: ","Regina Qu'Appelle,Personal Care Home",50.6899999999999,-104.61666666667,"YES","YES"
380,"Gemini Personal Care Home",2013-11-11 12:49:00,"71/73 Donahue Avenue, Regina, SK, S4R 3Y9","ID: 5258 Telehealth:  Rescode: 15923 Telephone: 949-3307 Fax: ","Regina Qu'Appelle,Personal Care Home",50.6799999999999,-104.61666666667,"YES","YES"
381,"Gayle's Personal Care Home",2013-11-10 12:49:00,"291 Magee Crescent, Regina, SK, S4R 6K8","ID: 4049 Telehealth:  Rescode: 15923 Telephone: 545-1596 Fax: ","Regina Qu'Appelle,Personal Care Home",50.6699999999999,-104.61666666667,"YES","YES"
382,"Galloway Health Centre",2013-07-10 12:49:00,"Box 268, 917 Tupper Street, Oxbow, SK, S0C 2B0","ID: 111 Telehealth: Yes Rescode: 330 Telephone: 483-2956 Fax: 000-0000","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",49.23,-102.16666666667,"YES","YES"
383,"Gainsborough & Area Health Centre",2013-07-06 12:49:00,"Box 420, 312 Stephens Street, Gainsborough, SK, S0G 1S0","ID: 44 Telehealth: Yes Rescode: 152 Telephone: 685-2277 Fax: 685-4636","Sun Country,Health Centre w/ Special Care Home,Telehealth",49.16,-101.45,"YES","YES"
384,"Friendly Circle Limited",2013-11-09 12:49:00,"159 Walden Crescent, Regina, SK, S4N 1L4","ID: 3727 Telehealth:  Rescode: 15923 Telephone: 751-0896 Fax: ","Regina Qu'Appelle,Personal Care Home",50.6599999999999,-104.61666666667,"YES","YES"
385,"Four Directions Community Health Centre",2013-11-04 12:49:00,"3510 5th Avenue, Regina, SK, S4T 0M2","ID:  Telehealth:  Rescode: 15923 Telephone: 766-7540 Fax: 000-0000","Regina Qu'Appelle,Health Centre",50.6499999999999,-104.61666666667,"YES","YES"
386,"Four Directions",2013-11-03 12:49:00,"Four Directions Community Health Centre, 3510 5th Avenue, Regina, SK, S4T 0M2","ID: 8 Telehealth:  Rescode: 15923 Telephone: 766-7735 Fax: ","Regina Qu'Appelle,Primary Health Centre",50.64,-104.61666666667,"YES","YES"
387,"Foam Lake Jubilee Home",2014-12-13 12:49:00,"Box 460, 421 Alberta Avenue E., Foam Lake, SK, S0A 1A0","ID: 41115 Telehealth:  Rescode: 27630 Telephone: 272-4141 Fax: 272-4973","Sunrise,Special Care Home",0,0,"NO","YES"
388,"Foam Lake Health Centre",2014-12-12 12:49:00,"Box 190, 715 Saskatchewan Avenue E., Foam Lake, SK, S0A 1A0","ID: 41 Telehealth:  Rescode: 27630 Telephone: 272-3737 Fax: 272-4449","Sunrise,Health Centre",0,0,"NO","YES"
389,"Fillmore Health Centre",2013-08-18 12:49:00,"Box 246, 100 Main St., Fillmore, SK, S0C 1N0","ID: 40 Telehealth: Yes Rescode: 9655 Telephone: 722-3331 Fax: 722-3877","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site,Telehealth",49.8833333333329,-103.43333333333,"YES","YES"
390,"Family Practice Unit - Saskatoon",2014-05-04 12:49:00,"Family Medicine, Royal University Hospital, 103 Hospital Dr, Saskatoon, SK, S7N 0W8","ID: 7 Telehealth:  Rescode: 34424 Telephone: 766-4044 Fax: ","Saskatoon,Primary Health Centre",52.1259999999999,-106.63333333333,"YES","YES"
391,"Family Practice Unit - Regina",2013-11-02 12:49:00,"Regina General Hospital, 1440 14th Avenue, Regina, SK, S4P 0W5","ID: 6 Telehealth:  Rescode: 15923 Telephone: 766-4044 Fax: ","Regina Qu'Appelle,Primary Health Centre",50.63,-104.61666666667,"YES","YES"
392,"Fairhaven Personal Care Home",2014-05-03 12:49:00,"139 Olmstead Road, Saskatoon, SK, S7M 4L9","ID: 5584 Telehealth:  Rescode: 34424 Telephone: 382-7800 Fax: ","Saskatoon,Personal Care Home",52.1249999999999,-106.63333333333,"YES","YES"
393,"Extendicare Sunset",2013-11-01 12:49:00,"260 Sunset Drive, Regina, SK, S4S2S3","ID: 15138 Telehealth:  Rescode: 15923 Telephone: 586-3355 Fax: 584-8082","Regina Qu'Appelle,Special Care Home",50.62,-104.61666666667,"YES","YES"
394,"Extendicare Parkside",2013-10-30 12:49:00,"4540 Rae Street, Regina, SK, S4S 3B6","ID: 15110 Telehealth:  Rescode: 15923 Telephone: 586-0220 Fax: 585-0622","Regina Qu'Appelle,Special Care Home",50.61,-104.61666666667,"YES","YES"
