#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
805,Horsham,Horsham,Horsham,12-04-24 12:49,Cypress,50.41,-109.88,YES,YES
806,Hubbard,Hubbard,Hubbard,12-04-24 12:49,Sunrise,51.13,-103.36,YES,YES
807,Hudson Bay,Hudson Bay,Hudson Bay,12-04-24 12:49,Kelsey Trail,52.85,-102.38,YES,YES
808,Hughton,Hughton,Hughton,12-04-24 12:49,Heartland,51.23,-107.91,YES,YES
809,Hugonard,Hugonard,Hugonard,12-04-24 12:49,Regina Qu'Appelle,50.80,-103.58,YES,YES
810,Humboldt,Humboldt,Humboldt,12-04-24 12:49,Saskatoon,52.20,-105.11,YES,YES
811,Hume,Hume,Hume,12-04-24 12:49,Sun Country,49.66,-103.61,YES,YES
812,Huntoon,Huntoon,Huntoon,12-04-24 12:49,Sun Country,49.55,-103.23,YES,YES
813,Huronville,Huronville,Huronville,12-04-24 12:49,Sun Country,50.01,-103.30,YES,YES
814,Hyas,Hyas,Hyas,12-04-24 12:49,Sunrise,51.90,-102.26,YES,YES
815,Hyde,Hyde,Hyde,12-04-24 12:49,Sunrise,50.65,-102.90,YES,YES
816,Ibsen,Ibsen,Ibsen,12-04-24 12:49,Sun Country,49.85,-104.25,YES,YES
817,Ibstone,Ibstone,Ibstone,12-04-24 12:49,Prairie North,52.56,-108.30,YES,YES
818,Iffley,Iffley,Iffley,12-04-24 12:49,Prince Albert Parkland,52.98,-108.16,YES,YES
819,Ile a la Crosse,Ile a la Crosse,Ile a la Crosse,12-04-24 12:49,Keewatin YatthT,55.45,-107.88,YES,YES
820,Illerbrun,Illerbrun,Illerbrun,12-04-24 12:49,Cypress,49.93,-108.35,YES,YES
821,Imperial,Imperial,Imperial,12-04-24 12:49,Regina Qu'Appelle,51.35,-105.43,YES,YES
822,Imperial Beach,Imperial Beach,Imperial Beach,12-04-24 12:49,Regina Qu'Appelle,51.35,-105.25,YES,YES
823,Inchkeith,Inchkeith,Inchkeith,12-04-24 12:49,Sun Country,50.08,-102.46,YES,YES
824,Indi,Indi,Indi,12-04-24 12:49,Saskatoon,51.73,-106.51,YES,YES
825,Indian Head,Indian Head,Indian Head,12-04-24 12:49,Regina Qu'Appelle,50.53,-103.66,YES,YES
826,Indian Point-Golden Sands,Indian Point-Golden Sands,Indian Point-Golden Sands,12-04-24 12:49,Prairie North,53.58,-108.60,YES,YES
827,Inglenook,Inglenook,Inglenook,12-04-24 12:49,Heartland,51.35,-109.16,YES,YES
828,Inkster,Inkster,Inkster,12-04-24 12:49,Kelsey Trail,53.26,-104.10,YES,YES
829,Innes,Innes,Innes,12-04-24 12:49,Sun Country,49.60,-103.35,YES,YES
830,Insinger,Insinger,Insinger,12-04-24 12:49,Sunrise,51.53,-103.08,YES,YES
831,Instow,Instow,Instow,12-04-24 12:49,Cypress,49.71,-108.28,YES,YES
832,Invermay,Invermay,Invermay,12-04-24 12:49,Sunrise,51.80,-103.15,YES,YES
833,Iroquois Lake,Iroquois Lake,Iroquois Lake,12-04-24 12:49,Prince Albert Parkland,53.16,-107.05,YES,YES
834,Irvington,Irvington,Irvington,12-04-24 12:49,Kelsey Trail,52.96,-104.41,YES,YES
835,Isham,Isham,Isham,12-04-24 12:49,Heartland,51.08,-108.56,YES,YES
836,Island Falls,Island Falls,Island Falls,12-04-24 12:49,Mamawetan Churchill River,55.53,-102.35,YES,YES
837,Island View,Island View,Island View,12-04-24 12:49,Regina Qu'Appelle,50.97,-105.16,YES,YES
838,Ituna,Ituna,Ituna,12-04-24 12:49,Sunrise,51.16,-103.50,YES,YES
839,Jackfish Lake,Jackfish Lake,Jackfish Lake,12-04-24 12:49,Prairie North,53.15,-108.48,YES,YES
840,Jameson,Jameson,Jameson,12-04-24 12:49,Regina Qu'Appelle,50.40,-104.28,YES,YES
841,Jan Lake,Jan Lake,Jan Lake,12-04-24 12:49,Mamawetan Churchill River,54.90,-102.81,YES,YES
842,Janow Corners,Janow Corners,Janow Corners,12-04-24 12:49,Prince Albert Parkland,53.40,-105.36,YES,YES
843,Jans Bay,Jans Bay,Jans Bay,12-04-24 12:49,Keewatin YatthT,55.15,-108.13,YES,YES
844,Jansen,Jansen,Jansen,12-04-24 12:49,Saskatoon,51.78,-104.71,YES,YES
845,Jasmin,Jasmin,Jasmin,12-04-24 12:49,Sunrise,51.23,-103.65,YES,YES
846,Java,Java,Java,12-04-24 12:49,Cypress,50.28,-107.93,YES,YES
847,Jays,Jays,Jays,12-04-24 12:49,Saskatoon,51.45,-106.66,YES,YES
848,Jedburgh,Jedburgh,Jedburgh,12-04-24 12:49,Sunrise,51.30,-103.00,YES,YES
849,Johnsborough,Johnsborough,Johnsborough,12-04-24 12:49,Cypress,50.60,-109.38,YES,YES
850,Jordan River,Jordan River,Jordan River,12-04-24 12:49,Kelsey Trail,53.13,-103.46,YES,YES
851,Juniata,Juniata,Juniata,12-04-24 12:49,Heartland,52.08,-107.33,YES,YES
852,Juniper,Juniper,Juniper,12-04-24 12:49,Heartland,51.31,-107.13,YES,YES
853,Junor,Junor,Junor,12-04-24 12:49,Prince Albert Parkland,53.55,-107.88,YES,YES
854,Kalium,Kalium,Kalium,12-04-24 12:49,Five Hills,50.45,-105.21,YES,YES
855,Kalyna,Kalyna,Kalyna,12-04-24 12:49,Prince Albert Parkland,53.30,-105.43,YES,YES
856,Kamsack,Kamsack,Kamsack,12-04-24 12:49,Sunrise,51.56,-101.90,YES,YES
857,Kamsack Beach,Kamsack Beach,Kamsack Beach,12-04-24 12:49,Sunrise,51.63,-101.65,YES,YES
858,Kandahar,Kandahar,Kandahar,12-04-24 12:49,Saskatoon,51.76,-104.35,YES,YES
859,Kannata Valley,Kannata Valley,Kannata Valley,12-04-24 12:49,Regina Qu'Appelle,50.78,-104.90,YES,YES
860,Katepwa Beach,Katepwa Beach,Katepwa Beach,12-04-24 12:49,Regina Qu'Appelle,50.70,-103.63,YES,YES
861,Katepwa South,Katepwa South,Katepwa South,12-04-24 12:49,Regina Qu'Appelle,50.66,-103.63,YES,YES
862,Kathrintal Colony,Kathrintal Colony,Kathrintal Colony,12-04-24 12:49,Regina Qu'Appelle,50.35,-104.23,YES,YES
863,Kayville,Kayville,Kayville,12-04-24 12:49,Sun Country,49.73,-105.15,YES,YES
864,Kearney,Kearney,Kearney,12-04-24 12:49,Regina Qu'Appelle,50.46,-104.53,YES,YES
865,Keatley,Keatley,Keatley,12-04-24 12:49,Prince Albert Parkland,52.80,-107.46,YES,YES
866,Kedleston,Kedleston,Kedleston,12-04-24 12:49,Regina Qu'Appelle,50.83,-105.10,YES,YES
867,Kedleston Beach,Kedleston Beach,Kedleston Beach,12-04-24 12:49,Regina Qu'Appelle,50.81,-105.06,YES,YES
868,Keeler,Keeler,Keeler,12-04-24 12:49,Five Hills,50.68,-105.88,YES,YES
869,Kegworth,Kegworth,Kegworth,12-04-24 12:49,Sun Country,50.18,-103.01,YES,YES
870,Kelfield,Kelfield,Kelfield,12-04-24 12:49,Heartland,51.95,-108.61,YES,YES
871,Kelliher,Kelliher,Kelliher,12-04-24 12:49,Regina Qu'Appelle,51.26,-103.73,YES,YES
872,Kelso,Kelso,Kelso,12-04-24 12:49,Sun Country,49.96,-101.95,YES,YES
873,Kelstern,Kelstern,Kelstern,12-04-24 12:49,Five Hills,50.15,-106.80,YES,YES
874,Kelvington,Kelvington,Kelvington,12-04-24 12:49,Kelsey Trail,52.16,-103.53,YES,YES
875,Kenaston,Kenaston,Kenaston,12-04-24 12:49,Heartland,51.50,-106.28,YES,YES
876,Kendal,Kendal,Kendal,12-04-24 12:49,Regina Qu'Appelle,50.25,-103.61,YES,YES
877,Kenlis,Kenlis,Kenlis,12-04-24 12:49,Regina Qu'Appelle,50.68,-103.45,YES,YES
878,Kennedy,Kennedy,Kennedy,12-04-24 12:49,Sun Country,50.01,-102.35,YES,YES
879,Kennell,Kennell,Kennell,12-04-24 12:49,Regina Qu'Appelle,50.73,-104.65,YES,YES
880,Kenosee Lake,Kenosee Lake,Kenosee Lake,12-04-24 12:49,Sun Country,49.83,-102.28,YES,YES
881,Kenosee Park,Kenosee Park,Kenosee Park,12-04-24 12:49,Sun Country,49.83,-102.30,YES,YES
882,Keppel,Keppel,Keppel,12-04-24 12:49,Heartland,52.03,-107.73,YES,YES
883,Kerrobert,Kerrobert,Kerrobert,12-04-24 12:49,Heartland,51.91,-109.13,YES,YES
884,Kessock,Kessock,Kessock,12-04-24 12:49,Sunrise,51.21,-102.00,YES,YES
885,Ketchen,Ketchen,Ketchen,12-04-24 12:49,Sunrise,52.00,-102.81,YES,YES
886,Kettlehut,Kettlehut,Kettlehut,12-04-24 12:49,Five Hills,50.68,-106.48,YES,YES
887,Key West,Key West,Key West,12-04-24 12:49,Sun Country,49.68,-105.03,YES,YES
888,Keystown,Keystown,Keystown,12-04-24 12:49,Regina Qu'Appelle,50.46,-105.05,YES,YES
889,Khedive,Khedive,Khedive,12-04-24 12:49,Sun Country,49.61,-104.51,YES,YES
890,Killaly,Killaly,Killaly,12-04-24 12:49,Sunrise,50.75,-102.83,YES,YES
891,Killdeer,Killdeer,Killdeer,12-04-24 12:49,Five Hills,49.11,-106.35,YES,YES
892,Kilronan,Kilronan,Kilronan,12-04-24 12:49,Prairie North,53.65,-109.40,YES,YES
893,Kilwinning,Kilwinning,Kilwinning,12-04-24 12:49,Prince Albert Parkland,53.10,-106.66,YES,YES
894,Kincaid,Kincaid,Kincaid,12-04-24 12:49,Five Hills,49.66,-107.00,YES,YES
895,Kincorth,Kincorth,Kincorth,12-04-24 12:49,Cypress,49.98,-109.71,YES,YES
896,Kindersley,Kindersley,Kindersley,12-04-24 12:49,Heartland,51.46,-109.16,YES,YES
897,Kingsford,Kingsford,Kingsford,12-04-24 12:49,Sun Country,49.26,-102.78,YES,YES
898,Kingsland,Kingsland,Kingsland,12-04-24 12:49,Heartland,51.80,-108.18,YES,YES
899,Kinhop,Kinhop,Kinhop,12-04-24 12:49,Heartland,51.78,-107.50,YES,YES
900,Kinistino,Kinistino,Kinistino,12-04-24 12:49,Prince Albert Parkland,52.95,-105.03,YES,YES
901,Kinley,Kinley,Kinley,12-04-24 12:49,Heartland,52.06,-107.43,YES,YES
902,Kinloch,Kinloch,Kinloch,12-04-24 12:49,Kelsey Trail,52.40,-103.43,YES,YES
903,Kinoosao,Kinoosao,Kinoosao,12-04-24 12:49,Mamawetan Churchill River,57.08,-102.01,YES,YES
904,Kipabiskau,Kipabiskau,Kipabiskau,12-04-24 12:49,Kelsey Trail,52.56,-104.18,YES,YES
905,Kipling,Kipling,Kipling,12-04-24 12:49,Sun Country,50.10,-102.63,YES,YES
906,Kisbey,Kisbey,Kisbey,12-04-24 12:49,Sun Country,49.65,-102.66,YES,YES
907,Kivimaa-Moonlight Bay,Kivimaa-Moonlight Bay,Kivimaa-Moonlight Bay,12-04-24 12:49,Prairie North,53.60,-108.66,YES,YES
908,Klintonel,Klintonel,Klintonel,12-04-24 12:49,Cypress,49.68,-108.91,YES,YES
909,Knollys,Knollys,Knollys,12-04-24 12:49,Cypress,49.48,-108.93,YES,YES
910,Kopps Cove,Kopps Cove,Kopps Cove,12-04-24 12:49,Prairie North,53.51,-108.68,YES,YES
911,Krasne,Krasne,Krasne,12-04-24 12:49,Saskatoon,51.56,-104.15,YES,YES
912,Kristnes,Kristnes,Kristnes,12-04-24 12:49,Sunrise,51.76,-103.66,YES,YES
913,Kronau,Kronau,Kronau,12-04-24 12:49,Regina Qu'Appelle,50.30,-104.30,YES,YES
914,Krydor,Krydor,Krydor,12-04-24 12:49,Prince Albert Parkland,52.78,-107.06,YES,YES
915,Kuroki,Kuroki,Kuroki,12-04-24 12:49,Saskatoon,51.86,-103.48,YES,YES
916,Kutawa,Kutawa,Kutawa,12-04-24 12:49,Regina Qu'Appelle,51.41,-104.21,YES,YES
917,Kyle,Kyle,Kyle,12-04-24 12:49,Heartland,50.83,-108.03,YES,YES
918,Kylemore,Kylemore,Kylemore,12-04-24 12:49,Saskatoon,51.90,-103.63,YES,YES
919,La Loche,La Loche,La Loche,12-04-24 12:49,Keewatin YatthT,56.48,-109.43,YES,YES
920,La Loche West,La Loche West,La Loche West,12-04-24 12:49,Keewatin YatthT,56.48,-109.65,YES,YES
921,La Plaine,La Plaine,La Plaine,12-04-24 12:49,Saskatoon,52.73,-106.26,YES,YES
922,La Ronge,La Ronge,La Ronge,12-04-24 12:49,Mamawetan Churchill River,55.10,-105.28,YES,YES
923,Lac Pelletier,Lac Pelletier,Lac Pelletier,12-04-24 12:49,Cypress,49.93,-107.85,YES,YES
924,Lacadena,Lacadena,Lacadena,12-04-24 12:49,Heartland,50.95,-108.33,YES,YES
925,Lacordaire,Lacordaire,Lacordaire,12-04-24 12:49,Five Hills,49.03,-105.86,YES,YES
926,Lac Vert,Lac Vert,Lac Vert,12-04-24 12:49,Kelsey Trail,52.50,-104.50,YES,YES
927,Ladder Valley,Ladder Valley,Ladder Valley,12-04-24 12:49,Prince Albert Parkland,53.76,-106.90,YES,YES
928,Lady Lake,Lady Lake,Lady Lake,12-04-24 12:49,Sunrise,52.03,-102.61,YES,YES
929,Lafleche,Lafleche,Lafleche,12-04-24 12:49,Five Hills,49.71,-106.58,YES,YES
930,Laird,Laird,Laird,12-04-24 12:49,Saskatoon,52.71,-106.58,YES,YES
931,Lajord,Lajord,Lajord,12-04-24 12:49,Regina Qu'Appelle,50.23,-104.15,YES,YES
932,Lake Alma,Lake Alma,Lake Alma,12-04-24 12:49,Sun Country,49.15,-104.20,YES,YES
933,Lake Four,Lake Four,Lake Four,12-04-24 12:49,Prince Albert Parkland,53.70,-106.78,YES,YES
934,Lake Lenore,Lake Lenore,Lake Lenore,12-04-24 12:49,Saskatoon,52.40,-104.98,YES,YES
935,Lake Park,Lake Park,Lake Park,12-04-24 12:49,Prince Albert Parkland,53.05,-105.30,YES,YES
936,Lake Valley,Lake Valley,Lake Valley,12-04-24 12:49,Five Hills,50.63,-106.01,YES,YES
937,Lake View Beach,Lake View Beach,Lake View Beach,12-04-24 12:49,Regina Qu'Appelle,50.70,-103.65,YES,YES
938,Lakenheath,Lakenheath,Lakenheath,12-04-24 12:49,Five Hills,49.53,-106.28,YES,YES
939,Lakeside,Lakeside,Lakeside,12-04-24 12:49,Regina Qu'Appelle,50.68,-103.65,YES,YES
940,Lampard,Lampard,Lampard,12-04-24 12:49,Saskatoon,51.93,-104.55,YES,YES
941,Lampman,Lampman,Lampman,12-04-24 12:49,Sun Country,49.38,-102.75,YES,YES
942,Lancer,Lancer,Lancer,12-04-24 12:49,Cypress,50.80,-108.88,YES,YES
943,Landis,Landis,Landis,12-04-24 12:49,Heartland,52.20,-108.45,YES,YES
944,Landscape,Landscape,Landscape,12-04-24 12:49,Five Hills,49.48,-105.50,YES,YES
945,Lang,Lang,Lang,12-04-24 12:49,Sun Country,49.91,-104.36,YES,YES
946,Langbank,Langbank,Langbank,12-04-24 12:49,Sun Country,50.05,-102.30,YES,YES
947,Langenburg,Langenburg,Langenburg,12-04-24 12:49,Sunrise,50.85,-101.71,YES,YES
948,Langham,Langham,Langham,12-04-24 12:49,Saskatoon,52.36,-106.96,YES,YES
949,Lanigan,Lanigan,Lanigan,12-04-24 12:49,Saskatoon,51.85,-105.03,YES,YES
950,Laniwci,Laniwci,Laniwci,12-04-24 12:49,Saskatoon,52.48,-106.18,YES,YES
951,Lanz Point,Lanz Point,Lanz Point,12-04-24 12:49,Prairie North,53.03,-108.28,YES,YES
952,Laporte,Laporte,Laporte,12-04-24 12:49,Heartland,51.21,-109.50,YES,YES
953,Lasal Bay,Lasal Bay,Lasal Bay,12-04-24 12:49,Regina Qu'Appelle,50.93,-105.16,YES,YES
954,Lashburn,Lashburn,Lashburn,12-04-24 12:49,Prairie North,53.13,-109.60,YES,YES
955,Last Mountain,Last Mountain,Last Mountain,12-04-24 12:49,Saskatoon,51.20,-104.73,YES,YES
956,Laura,Laura,Laura,12-04-24 12:49,Saskatoon,51.85,-107.26,YES,YES
957,Laventure,Laventure,Laventure,12-04-24 12:49,Prince Albert Parkland,53.46,-107.51,YES,YES
958,Lawson,Lawson,Lawson,12-04-24 12:49,Five Hills,50.85,-106.65,YES,YES
959,Layco,Layco,Layco,12-04-24 12:49,Sunrise,51.70,-103.41,YES,YES
960,Leacross,Leacross,Leacross,12-04-24 12:49,Kelsey Trail,53.05,-104.05,YES,YES
961,Leader,Leader,Leader,12-04-24 12:49,Cypress,50.88,-109.55,YES,YES
962,Leakville,Leakville,Leakville,12-04-24 12:49,Five Hills,50.11,-105.48,YES,YES
963,Leask,Leask,Leask,12-04-24 12:49,Prince Albert Parkland,53.01,-106.75,YES,YES
964,Lebret,Lebret,Lebret,12-04-24 12:49,Regina Qu'Appelle,50.75,-103.70,YES,YES
965,Leinan,Leinan,Leinan,12-04-24 12:49,Cypress,50.48,-107.76,YES,YES
966,Leipzig,Leipzig,Leipzig,12-04-24 12:49,Heartland,52.18,-108.68,YES,YES
967,Lemberg,Lemberg,Lemberg,12-04-24 12:49,Regina Qu'Appelle,50.73,-103.20,YES,YES
968,Lemsford,Lemsford,Lemsford,12-04-24 12:49,Cypress,50.85,-109.11,YES,YES
969,Leney,Leney,Leney,12-04-24 12:49,Heartland,52.03,-107.55,YES,YES
970,Lens,Lens,Lens,12-04-24 12:49,Kelsey Trail,52.61,-103.06,YES,YES
971,Lenvale,Lenvale,Lenvale,12-04-24 12:49,Kelsey Trail,53.01,-104.56,YES,YES
972,Leofnard,Leofnard,Leofnard,12-04-24 12:49,Saskatoon,52.55,-105.71,YES,YES
973,Leoville,Leoville,Leoville,12-04-24 12:49,Prince Albert Parkland,53.63,-107.55,YES,YES
974,Lepine,Lepine,Lepine,12-04-24 12:49,Saskatoon,52.63,-105.58,YES,YES
975,Leross,Leross,Leross,12-04-24 12:49,Regina Qu'Appelle,51.28,-103.86,YES,YES
976,Leroy,Leroy,Leroy,12-04-24 12:49,Saskatoon,52.00,-104.73,YES,YES
977,Leslie,Leslie,Leslie,12-04-24 12:49,Saskatoon,51.70,-103.70,YES,YES
978,Lestock,Lestock,Lestock,12-04-24 12:49,Regina Qu'Appelle,51.31,-103.98,YES,YES
979,Lett,Lett,Lett,12-04-24 12:49,Heartland,52.20,-108.18,YES,YES
980,Levuka,Levuka,Levuka,12-04-24 12:49,Five Hills,50.18,-105.40,YES,YES
981,Lewvan,Lewvan,Lewvan,12-04-24 12:49,Sun Country,50.00,-104.10,YES,YES
982,Liberty,Liberty,Liberty,12-04-24 12:49,Regina Qu'Appelle,51.13,-105.43,YES,YES
983,Liebenthal,Liebenthal,Liebenthal,12-04-24 12:49,Cypress,50.66,-109.36,YES,YES
984,Lightwoods,Lightwoods,Lightwoods,12-04-24 12:49,Kelsey Trail,52.58,-104.08,YES,YES
985,Lilac,Lilac,Lilac,12-04-24 12:49,Prairie North,52.66,-107.83,YES,YES
986,Lille,Lille,Lille,12-04-24 12:49,Heartland,51.15,-108.13,YES,YES
987,Lillestrom,Lillestrom,Lillestrom,12-04-24 12:49,Five Hills,50.26,-105.86,YES,YES
988,Lily Plain,Lily Plain,Lily Plain,12-04-24 12:49,Prince Albert Parkland,53.16,-106.08,YES,YES
989,Lilydale,Lilydale,Lilydale,12-04-24 12:49,Prairie North,52.93,-109.36,YES,YES
990,Limerick,Limerick,Limerick,12-04-24 12:49,Five Hills,49.65,-106.26,YES,YES
991,Linacre,Linacre,Linacre,12-04-24 12:49,Cypress,50.48,-109.63,YES,YES
992,Lindequist,Lindequist,Lindequist,12-04-24 12:49,Prairie North,52.75,-108.41,YES,YES
993,Lintlaw,Lintlaw,Lintlaw,12-04-24 12:49,Kelsey Trail,52.06,-103.23,YES,YES
994,Lipp's Beach,Lipp's Beach,Lipp's Beach,12-04-24 12:49,Regina Qu'Appelle,50.93,-105.17,YES,YES
995,Lipsett,Lipsett,Lipsett,12-04-24 12:49,Kelsey Trail,52.78,-104.68,YES,YES
996,Lipton,Lipton,Lipton,12-04-24 12:49,Regina Qu'Appelle,50.90,-103.85,YES,YES
997,Lisieux,Lisieux,Lisieux,12-04-24 12:49,Five Hills,49.28,-105.96,YES,YES
998,Little Buffalo,Little Buffalo,Little Buffalo,12-04-24 12:49,Prince Albert Parkland,53.30,-107.88,YES,YES
999,Little Fishing Lake,Little Fishing Lake,Little Fishing Lake,12-04-24 12:49,Prairie North,53.85,-109.55,YES,YES
1000,Little Woody,Little Woody,Little Woody,12-04-24 12:49,Five Hills,49.30,-105.78,YES,YES
1001,Livelong,Livelong,Livelong,12-04-24 12:49,Prairie North,53.45,-108.70,YES,YES
1002,Lizard Lake,Lizard Lake,Lizard Lake,12-04-24 12:49,Heartland,52.31,-107.93,YES,YES
1003,Lloydminster,Lloydminster,Lloydminster,12-04-24 12:49,Prairie North,53.28,-110.00,YES,YES
1004,Lockwood,Lockwood,Lockwood,12-04-24 12:49,Saskatoon,51.65,-105.01,YES,YES
1005,Log Valley,Log Valley,Log Valley,12-04-24 12:49,Cypress,50.70,-107.01,YES,YES
1006,Lone Rock,Lone Rock,Lone Rock,12-04-24 12:49,Prairie North,53.05,-109.88,YES,YES
1007,Lone Spruce,Lone Spruce,Lone Spruce,12-04-24 12:49,Sunrise,51.91,-103.00,YES,YES
1008,Lonesome Butte,Lonesome Butte,Lonesome Butte,12-04-24 12:49,Five Hills,49.08,-106.45,YES,YES
1009,Longhope,Longhope,Longhope,12-04-24 12:49,Prairie North,53.33,-108.56,YES,YES
1010,Loomis,Loomis,Loomis,12-04-24 12:49,Cypress,49.21,-108.73,YES,YES
1011,Loon Lake,Loon Lake,Loon Lake,12-04-24 12:49,Prairie North,54.03,-109.16,YES,YES
1012,Loon River,Loon River,Loon River,12-04-24 12:49,Prairie North,54.11,-109.03,YES,YES
1013,Lorado,Lorado,Lorado,12-04-24 12:49,Athabasca Health Authority,59.50,-108.66,YES,YES
1014,Loreburn,Loreburn,Loreburn,12-04-24 12:49,Heartland,51.21,-106.60,YES,YES
1015,Lorenzo,Lorenzo,Lorenzo,12-04-24 12:49,Prince Albert Parkland,52.98,-107.33,YES,YES
1016,Lorlie,Lorlie,Lorlie,12-04-24 12:49,Regina Qu'Appelle,50.83,-103.28,YES,YES
1017,Lost River,Lost River,Lost River,12-04-24 12:49,Kelsey Trail,53.26,-104.33,YES,YES
1018,Lothian,Lothian,Lothian,12-04-24 12:49,Heartland,51.45,-105.83,YES,YES
1019,Love,Love,Love,12-04-24 12:49,Kelsey Trail,53.48,-104.16,YES,YES
1020,Loverna,Loverna,Loverna,12-04-24 12:49,Heartland,51.66,-110.00,YES,YES
1021,Lucky Lake,Lucky Lake,Lucky Lake,12-04-24 12:49,Heartland,50.98,-107.13,YES,YES
1022,Lumsden,Lumsden,Lumsden,12-04-24 12:49,Regina Qu'Appelle,50.65,-104.86,YES,YES
1023,Lumsden Beach,Lumsden Beach,Lumsden Beach,12-04-24 12:49,Regina Qu'Appelle,50.76,-104.90,YES,YES
1024,Lurgan,Lurgan,Lurgan,12-04-24 12:49,Kelsey Trail,52.90,-104.06,YES,YES
1025,Luseland,Luseland,Luseland,12-04-24 12:49,Heartland,52.08,-109.40,YES,YES
1026,Luxton,Luxton,Luxton,12-04-24 12:49,Sun Country,49.36,-102.76,YES,YES
1027,Macdowall,Macdowall,Macdowall,12-04-24 12:49,Prince Albert Parkland,53.01,-106.01,YES,YES
1028,Mackid,Mackid,Mackid,12-04-24 12:49,Cypress,49.93,-109.61,YES,YES
1029,Macklin,Macklin,Macklin,12-04-24 12:49,Heartland,52.33,-109.93,YES,YES
1030,MacNutt,MacNutt,MacNutt,12-04-24 12:49,Sunrise,51.08,-101.60,YES,YES
1031,Macoun,Macoun,Macoun,12-04-24 12:49,Sun Country,49.31,-103.26,YES,YES
1032,Macrorie,Macrorie,Macrorie,12-04-24 12:49,Heartland,51.33,-107.08,YES,YES
1033,Macworth,Macworth,Macworth,12-04-24 12:49,Five Hills,49.16,-106.48,YES,YES
1034,Madison,Madison,Madison,12-04-24 12:49,Heartland,51.21,-109.01,YES,YES
1035,Madrid,Madrid,Madrid,12-04-24 12:49,Five Hills,50.38,-105.26,YES,YES
1036,Magyar,Magyar,Magyar,12-04-24 12:49,Regina Qu'Appelle,51.18,-104.13,YES,YES
1037,Maidstone,Maidstone,Maidstone,12-04-24 12:49,Prairie North,53.10,-109.28,YES,YES
1038,Main Centre,Main Centre,Main Centre,12-04-24 12:49,Cypress,50.58,-107.35,YES,YES
1039,Mair,Mair,Mair,12-04-24 12:49,Sun Country,49.73,-101.80,YES,YES
1040,Major,Major,Major,12-04-24 12:49,Heartland,51.86,-109.61,YES,YES
1041,Makwa,Makwa,Makwa,12-04-24 12:49,Prairie North,54.00,-108.91,YES,YES
1042,Malmgren,Malmgren,Malmgren,12-04-24 12:49,Heartland,51.66,-107.91,YES,YES
1043,Manitou Beach,Manitou Beach,Manitou Beach,12-04-24 12:49,Saskatoon,51.71,-105.43,YES,YES
1044,Mankota,Mankota,Mankota,12-04-24 12:49,Cypress,49.41,-107.06,YES,YES
1045,Manor,Manor,Manor,12-04-24 12:49,Sun Country,49.60,-102.08,YES,YES
1046,Mansur,Mansur,Mansur,12-04-24 12:49,Sun Country,49.71,-103.76,YES,YES
1047,Mantario,Mantario,Mantario,12-04-24 12:49,Heartland,51.26,-109.70,YES,YES
1048,Maple Creek,Maple Creek,Maple Creek,12-04-24 12:49,Cypress,49.91,-109.48,YES,YES
1049,Marcelin,Marcelin,Marcelin,12-04-24 12:49,Prince Albert Parkland,52.91,-106.78,YES,YES
1050,Marchantgrove,Marchantgrove,Marchantgrove,12-04-24 12:49,Prince Albert Parkland,53.36,-106.38,YES,YES
1051,Marchwell,Marchwell,Marchwell,12-04-24 12:49,Sunrise,50.80,-101.58,YES,YES
1052,Marean Lake,Marean Lake,Marean Lake,12-04-24 12:49,Kelsey Trail,52.51,-103.60,YES,YES
1053,Marengo,Marengo,Marengo,12-04-24 12:49,Heartland,51.48,-109.78,YES,YES
1054,Margo,Margo,Margo,12-04-24 12:49,Saskatoon,51.81,-103.33,YES,YES
1055,Marie Hill,Marie Hill,Marie Hill,12-04-24 12:49,Prairie North,53.33,-109.48,YES,YES
1056,Marienthal,Marienthal,Marienthal,12-04-24 12:49,Sun Country,49.00,-103.50,YES,YES
1057,Marieton,Marieton,Marieton,12-04-24 12:49,Regina Qu'Appelle,50.88,-105.08,YES,YES
1058,Marieval,Marieval,Marieval,12-04-24 12:49,Regina Qu'Appelle,50.58,-102.65,YES,YES
1059,Markinch,Markinch,Markinch,12-04-24 12:49,Regina Qu'Appelle,50.93,-104.36,YES,YES
1060,Marlin,Marlin,Marlin,12-04-24 12:49,Prairie North,53.25,-108.35,YES,YES
1061,Marquis,Marquis,Marquis,12-04-24 12:49,Five Hills,50.63,-105.71,YES,YES
1062,Marriott,Marriott,Marriott,12-04-24 12:49,Heartland,51.80,-108.01,YES,YES
1063,Marsden,Marsden,Marsden,12-04-24 12:49,Prairie North,52.85,-109.81,YES,YES
1064,Marshall,Marshall,Marshall,12-04-24 12:49,Prairie North,53.18,-109.78,YES,YES
1065,Martensville,Martensville,Martensville,12-04-24 12:49,Saskatoon,52.28,-106.66,YES,YES
1066,Martinson's Beach,Martinson's Beach,Martinson's Beach,12-04-24 12:49,Prairie North,53.10,-108.43,YES,YES
1067,Maryfield,Maryfield,Maryfield,12-04-24 12:49,Sun Country,49.83,-101.53,YES,YES
1068,Marysburg,Marysburg,Marysburg,12-04-24 12:49,Saskatoon,52.31,-105.08,YES,YES
1069,Maryville,Maryville,Maryville,12-04-24 12:49,Kelsey Trail,53.05,-104.41,YES,YES
