"#","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","APPROVED","VERIFIED"
313,"Kincaid Health Centre",2012-05-30 12:49:00,"Box 179, Municipal Road, Kincaid, SK, S0H 2J0","ID: 65 Rescode: 7553 Telephone: 264-3233 Fax: 264-3878","Five Hills,Health Centre,",49.6666666666669,-107,"YES","YES"
314,"Kiaskus Villa",2012-07-14 12:49:00,"143 Green Street, Gull Lake, SK, S0N 1A0","ID: 6750 Rescode: 13930 Telephone: 672-3672 Fax: ","Cypress,Personal Care Home,",50.1,-108.483333333329,"YES","YES"
315,"Kerrobert Integrated Health Facility",2013-05-05 12:49:00,"635 Alberta Avenue, Kerrobert, SK, S0L 1R0","ID: 64/21126 Rescode: 35130 Telephone: 834-2646 Fax: 834-1007","Heartland,Hospital w/ Special Care Home,Community Hospital",51.9166666666669,-109.13333333333,"YES","YES"
316,"Kennedy Manor Care Home",2012-10-07 12:49:00,"22 Kennedy Crescent, Regina, SK, S4R 6G4","ID: 5959 Rescode: 15923 Telephone: 545-8057 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
317,"Kelvington Hospital",2013-06-02 12:49:00,"Box 70, 512 1st Avenue S., Kelvington, SK, S0A 1W0","ID: 63 Rescode: 36630 Telephone: 327-4711 Fax: 327-5115","Kelsey Trail,Hospital,Community Hospital",52.1666666666669,-103.53333333333,"YES","YES"
318,"Kelvindell Lodge",2013-06-14 12:49:00,"Box 280, 701 6th Avenue W., Kelvington, SK, S0A 1W0","ID: 42118 Rescode: 36630 Telephone: 327-5151 Fax: 327-4504","Kelsey Trail,Special Care Home,",52.1666666666669,-103.53333333333,"YES","YES"
319,"Kamsack Hospital/Kamsack & District Nursing Home",2012-11-28 12:49:00,"Box 429, 341 Stewart Street, Kamsack, SK, S0A 1S0","ID: 62/34115 Rescode: 27130 Telephone: 542-2635 Fax: 542-4360","Sunrise,Hospital w/ Special Care Home,Community Hospital",51.5666666666669,-101.9,"YES","YES"
320,"Kabul Personal Care Home",2013-07-30 12:49:00,"361 A/B - 22nd St. West, Prince Albert, SK, S6V 4K5","ID: 3336 Rescode: 46122 Telephone: 764-2230 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
321,"Juma Care Services, Inc.",2012-10-05 12:49:00,"46 Rogers Place, Regina, SK, S4S 6S1","ID: 7307 Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
322,"Juma Care Services, Inc.",2012-10-06 12:49:00,"46 Rogers Place, Regina, SK, S4S 6S1","ID: 7307 Rescode: 15923 Telephone:  Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
323,"Jubilee Residences Inc. (Stensrud)",2013-01-23 12:49:00,"2202 McEown Avenue, Saskatoon, SK, S7J 3L6","ID: 45223 Rescode: 34424 Telephone: 373-5880 Fax: 373-5586","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
324,"Jubilee Residences Inc. (Porteous)",2013-01-22 12:49:00,"833 Avenue P N., Saskatoon, SK, S7L 2W5","ID: 45214 Rescode: 34424 Telephone: 382-2626 Fax: 477-0308","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
325,"Jubilee Lodge",2013-07-13 12:49:00,"Box 370, 410 Meyers Avenue, Kinistino, SK, S0J 1H0","ID: 32119 Rescode: 45930 Telephone: 864-2851 Fax: 864-2440","Prince Albert Parkland,Special Care Home,",52.95,-105.03333333333,"YES","YES"
326,"Jubilee Home",2013-09-09 12:49:00,"3902 45th Ave., Lloydminster, SK, S9V 1Z2","ID: 25119 Rescode: 50229 Telephone: 820-5950 Fax: 825-9869","Prairie North,Special Care Home,",53.2833333333329,-110,"YES","YES"
327,"Josie's Personal Care Home",2012-10-04 12:49:00,"1776 Rothwell Street, Regina, SK, S4N 2B9","ID: 3808 Rescode: 15923 Telephone: 781-7483 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
328,"JCL Care Home Inc.",2013-03-16 12:49:00,"391 Delaronde Road, Saskatoon, SK, S7J 3Y5","ID: 5002 Rescode: 34424 Telephone: 373-2928 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
329,"Janet's Personal Care Home",2012-10-03 12:49:00,"4210 England Road, Regina, SK, S4R 4N9","ID: 5991 Rescode: 15923 Telephone: 543-9949 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
330,"Ivy's Care Home",2012-08-28 12:49:00,"229 Young Street, Earl Grey, SK, S0G 1J0","ID: 841 Rescode: 21951 Telephone: 939-2270 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.933333333333,-104.716666666669,"YES","YES"
331,"Ituna Pioneer Health Care Centre",2012-11-30 12:49:00,"Box 130, 320 5th Avenue E., Ituna, SK, S0A 1N0","ID: 60/40121 Rescode: 24630 Telephone: 795-2622 Fax: 795-2726","Sunrise,Health Centre w/ Special Care Home,",51.1666666666669,-103.5,"YES","YES"
332,"Ituna Personal Care Home",2012-12-13 12:49:00,"Box 640, Ituna, SK, S0A 1N0","ID: 7618 Rescode: 24630 Telephone: 795-2660 Fax: ","Sunrise,Personal Care Home,",51.1666666666669,-103.5,"YES","YES"
333,"It's Home At Kathy's",2012-10-02 12:49:00,"330 Black Drive, Regina, SK, S4X 2V7","ID: 3735 Rescode: 15923 Telephone: 789-3710 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
334,"Irene's Personal Care Home",2012-07-19 12:49:00,"568 Poplar Crescent, Shaunavon, SK, S0N 2M0","ID: 6491 Rescode: 7830 Telephone: 297-3290 Fax: ","Cypress,Personal Care Home,",49.6499999999999,-108.41666666667,"YES","YES"
335,"Invermay Health Centre/Gateway Lodge",2012-11-29 12:49:00,"Box 160, Invermay, SK, S0A 1M0","ID: 59/35127 Rescode: 30553 Telephone: 594-2133 Fax: 542-4360","Sunrise,Health Centre w/ Special Care Home,",51.7999999999999,-103.15,"YES","YES"
336,"Indian Head Hospital",2012-07-24 12:49:00,"Box 340, 300 Hospital St., Indian Head, SK, S0G 2K0","ID: 58 Rescode: 15630 Telephone: 695-3878 Fax: 695-2525","Regina Qu'Appelle,Hospital,Community Hospital",50.5333333333329,-103.66666666667,"YES","YES"
337,"Ina Grafton Gage Home",2012-06-19 12:49:00,"200 Iroquois Street East, Moose Jaw, SK, S6H 4T3","ID: 6041 Rescode: 16120 Telephone: 692-4882 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
338,"Ika's Care Home",2013-07-29 12:49:00,"1007 Woodman Crescent, Prince Albert, SK, S6V 6L5","ID: 3530 Rescode: 46122 Telephone: 763-0965 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
339,"Humboldt Personal Care Home",2013-02-12 12:49:00,"10 Barnes Crescent, Humboldt, SK, S0K 2A0","ID: 6645 Rescode: 37030 Telephone: 682-4584 Fax: ","Saskatoon,Personal Care Home,",52.2,-105.11666666667,"YES","YES"
340,"Humboldt District Health Complex",2012-12-24 12:49:00,"Box 10, 1210 9th Street N., Humboldt, SK, S0K 2A0","ID: 54 Rescode: 37030 Telephone: 682-2603 Fax: 682-4046","Saskatoon,Hospital,District Hospital",52.2,-105.11666666667,"YES","YES"
341,"Hudson Bay Health Care Facility",2013-06-07 12:49:00,"Box 940, 614 Prince Street, Hudson Bay, SK, S0E 0Y0","ID: 53/33112 Rescode: 39430 Telephone: 865-2219 Fax: 865-2429","Kelsey Trail,Hospital w/ Special Care Home,Community Hospital",52.85,-102.38333333333,"YES","YES"
342,"Hudson Bay",2013-06-30 12:49:00,"Hudson Bay Medical Clinic, P.O. Box 1170, Hudson Bay, SK, S0E 0Y0","ID: 10 Rescode: 39430 Telephone: 873-3885 Fax: ","Kelsey Trail,Primary Health Centre,",52.85,-102.38333333333,"YES","YES"
343,"Home Style Personal Care Home",2013-03-15 12:49:00,"855/857 Coppermine Cresc, Saskatoon, SK, S7K 4K9","ID: 4936 Rescode: 34424 Telephone: 934-0009 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
344,"Hodgeville*",2012-07-20 12:49:00,"Hodgeville Health Centre-Main St., Main Street, PO Box 232, Hodgeville, SK, S0H 2B0","ID: 20b Rescode: 13553 Telephone: 677-2292 Fax: ","Cypress,Primary Health Centre,",50.116666666667,-106.966666666669,"YES","YES"
345,"Hodgeville Health Centre",2012-06-30 12:49:00,"Box 232, Main Street, Hodgeville, SK, S0H 2B0","ID: 614 Rescode: 13553 Telephone: 677-2292 Fax: 677-2584","Cypress,Health Centre,",50.116666666667,-106.966666666669,"YES","YES"
346,"Hochelaga Senior Care",2012-06-18 12:49:00,"162 Hochelaga Street West, Moose Jaw, SK, S6H 2G2","ID: 6440 Rescode: 16120 Telephone: 693-3406 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
347,"Hillside Care Home",2013-07-28 12:49:00,"231 - 21st Street East, Prince Albert, SK, S6V 1L9","ID: 6106 Rescode: 46122 Telephone: 764-5039 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
348,"Hill Top Manor",2012-05-22 12:49:00,"356 - 6th Avenue S.E., Weyburn, SK, S4H 3M5","ID: 6734 Rescode: 6726 Telephone: 848-1500 Fax: ","Sun Country,Personal Care Home,",49.6666666666669,-103.849999999999,"YES","YES"
349,"Hill Haven Home Care",2013-03-14 12:49:00,"54 Churchill Drive, Saskatoon, SK, S7K 3X4","ID: 5177 Rescode: 34424 Telephone: 249-4376 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
350,"Herbert Nursing Home Inc.",2012-07-07 12:49:00,"Box 520, 405 Herbert Avenue, Herbert, SK, S0H 2A0","ID: 3124 Rescode: 16530 Telephone: 784-2466 Fax: 784-2449","Cypress,Special Care Home,",50.433333333333,-107.216666666669,"YES","YES"
351,"Herbert Morse Hospital",2012-06-24 12:49:00,"Box 220, 303 Brownlee Street, Herbert, SK, S0H 2A0","ID: 51 Rescode: 16530 Telephone: 784-2202 Fax: 784-3452","Cypress,Hospital,Community Hospital",50.433333333333,-107.216666666669,"YES","YES"
352,"Herbert Heritage Manor",2012-07-15 12:49:00,"1329 Herbert Avenue, Herbert, SK, S0H 2A0","ID: 5118 Rescode: 16530 Telephone: 784-3167 Fax: ","Cypress,Personal Care Home,",50.433333333333,-107.216666666669,"YES","YES"
353,"Herb Bassett Home",2013-07-15 12:49:00,"1220 25th Street W., Prince Albert, SK, S6V 7P7","ID: 28127 Rescode: 46122 Telephone: 765-6000 Fax: 765-2871","Prince Albert Parkland,Special Care Home,",53.2,-105.76666666667,"YES","YES"
354,"Helping Hands Personal Care Home",2012-10-01 12:49:00,"226 Hansen Drive, Regina, SK, S4X 2Y6","ID: 5800 Rescode: 15923 Telephone: 545-7733 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
355,"Hayes Haven PCH Inc.",2012-08-30 12:49:00,"110 Howard Street, Indian Head, SK, S0G 2K0","ID: 7315 Rescode: 15630 Telephone: 695-3384 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.5333333333329,-103.66666666667,"YES","YES"
356,"Hafford Special Care Centre and Primary Care Site",2013-07-08 12:49:00,"Box 130, Hafford, SK, S0J 1A0","ID: 50/29111 Rescode: 43530 Telephone: 549-2108 Fax: 549-4660","Prince Albert Parkland,Health Centre w/ Special Care Home,Hospital operating as Health Centre",52.716666666667,-107.349999999999,"YES","YES"
357,"Hafford",2013-08-25 12:49:00,"Hafford Hospital and Special Care Home, P.O. Box 100, Hafford, SK, S0J 1A0","ID: 9a Rescode: 43530 Telephone: 883-3300 Fax: ","Prince Albert Parkland,Primary Health Centre,",52.716666666667,-107.349999999999,"YES","YES"
358,"Gull Lake Special Care Centre",2012-07-04 12:49:00,"Box 539, 751 Grey Street, Gull Lake, SK, S0N 1A0","ID: 48/2112 Rescode: 13930 Telephone: 672-4700 Fax: 672-4133","Cypress,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",50.1,-108.483333333329,"YES","YES"
359,"Greystone Personal Care Home",2013-03-13 12:49:00,"40 Lindsay Drive, Saskatoon, SK, S7H 3E1","ID: 4766 Rescode: 34424 Telephone: 955-0253 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
360,"Grenfell Health Centre",2012-08-02 12:49:00,"Box 243, 721 Stella Street, Grenfell, SK, S0G 2B0","ID: 47 Rescode: 15431 Telephone: 697-2853 Fax: 697-3459","Regina Qu'Appelle,Health Centre,",50.4166666666669,-102.93333333333,"YES","YES"
361,"Grenfell and District Pioneer Home",2012-08-13 12:49:00,"Box 760, 710 Regina Avenue, Grenfell, SK, S0G 2B0","ID: 13123 Rescode: 15431 Telephone: 697-2842 Fax: 697-2280","Regina Qu'Appelle,Special Care Home,",50.4166666666669,-102.93333333333,"YES","YES"
362,"Green Acres Lodge",2012-12-18 12:49:00,"407 Persson Street, Stockholm, SK, S0A 3Y0","ID: 7582 Rescode: 18354 Telephone: 793-2115 Fax: ","Sunrise,Personal Care Home,",50.6499999999999,-102.3,"YES","YES"
363,"Grasslands Health Centre",2012-06-04 12:49:00,"Box 219, 1006 Hwy. 2, Rockglen, SK, S0H 3R0","ID: 132 Rescode: 1230 Telephone: 476-2030 Fax: 476-2534","Five Hills,Health Centre w/ Special Care Home,",49.183333333333,-105.95,"YES","YES"
364,"Govor's Guest Home",2013-07-27 12:49:00,"1021 River Street West, Prince Albert, SK, S6V 3A1","ID: 5436 Rescode: 46122 Telephone: 764-2205 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
365,"Goodfellows' Lodge",2013-03-12 12:49:00,"R.R.#5, Box 59, Site 507, Saskatoon, SK, S7K 3J8","ID: 1104 Rescode: 34424 Telephone: 384-1870 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
366,"Good Shepherd",2013-03-11 12:49:00,"124 Avenue Y South, Saskatoon, SK, S7M 3J3","ID: 4758 Rescode: 34424 Telephone: 384-4708 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
367,"Good Hope Care Home",2012-09-30 12:49:00,"261 Wascana Street, Regina, SK, S4R 4H8","ID: 5827 Rescode: 15923 Telephone: 543-7468 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
368,"Golden Prairie Home Ltd.",2012-08-14 12:49:00,"Box 250, 916 Eden Street, Indian Head, SK, S0G 2K0","ID: 14117 Rescode: 15630 Telephone: 695-3636 Fax: 695-2698","Regina Qu'Appelle,Special Care Home,",50.5333333333329,-103.66666666667,"YES","YES"
369,"Golden Oaks Personal Care Home",2012-09-29 12:49:00,"5048/5052 Sherwood Drive, Regina, SK, S4R 4C1","ID: 6327 Rescode: 15923 Telephone: 543-1392 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
370,"Golden Oaks Personal Care",2012-09-28 12:49:00,"5054/5060 Sherwood Drive, Regina, SK, S4R 4C1","ID: 6335 Rescode: 15923 Telephone: 543-1392 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
371,"Golden Acres Care Home",2013-07-26 12:49:00,"701 McIntosh Drive, Prince Albert, SK, S6V 6M5","ID: 6610 Rescode: 46122 Telephone: 764-2068 Fax: ","Prince Albert Parkland,Personal Care Home,",53.2,-105.76666666667,"YES","YES"
372,"GNE Care Home",2013-03-10 12:49:00,"801/803 Avenue I South, Saskatoon, SK, S7M 1Z3","ID: 4855 Rescode: 34424 Telephone: 665-1660 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
373,"Glendalough Care Home",2012-09-27 12:49:00,"56 Duncan Crescent, Regina, SK, S4T 6L3","ID: 5703 Rescode: 15923 Telephone: 924-0553 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
374,"Gladrheims Care Home",2012-09-26 12:49:00,"2135 - 5th Avenue North, Regina, SK, S4R 0R9","ID: 5193 Rescode: 15923 Telephone: 525-0871 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
375,"Gerbrandt Homes",2013-03-08 12:49:00,"327 Wedge Road, Saskatoon, SK, S7L 2G1","ID: 1791 Rescode: 34424 Telephone: 384-7614 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
376,"Gerbrandt Homes",2013-03-09 12:49:00,"262 Wedge Road, Saskatoon, SK, S7L 6E9","ID: 5339 Rescode: 34424 Telephone: 382-9725 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
377,"Gentle Touch",2012-09-25 12:49:00,"122 Salemka Crescent, Regina, SK, S4R 7S1","ID: 3832 Rescode: 15923 Telephone: 924-5396 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
378,"Gemini Personal Care Home",2012-09-24 12:49:00,"71/73 Donahue Avenue, Regina, SK, S4R 3Y9","ID: 5258 Rescode: 15923 Telephone: 949-3307 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
379,"Gayle's Personal Care Home",2012-09-23 12:49:00,"291 Magee Crescent, Regina, SK, S4R 6K8","ID: 4049 Rescode: 15923 Telephone: 545-1596 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
380,"Galloway Health Centre",2012-05-06 12:49:00,"Box 268, 917 Tupper Street, Oxbow, SK, S0C 2B0","ID: 111 Rescode: 330 Telephone: 483-2956 Fax: 000-0000","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",49.233333333333,-102.16666666667,"YES","YES"
381,"Gainsborough & Area Health Centre",2012-05-03 12:49:00,"Box 420, 312 Stephens Street, Gainsborough, SK, S0G 1S0","ID: 44 Rescode: 152 Telephone: 685-2277 Fax: 685-4636","Sun Country,Health Centre w/ Special Care Home,",49.1666666666669,-101.45,"YES","YES"
382,"Friendly Circle Limited",2012-09-22 12:49:00,"159 Walden Crescent, Regina, SK, S4N 1L4","ID: 3727 Rescode: 15923 Telephone: 751-0896 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
383,"Four Directions Community Health Centre",2012-08-05 12:49:00,"3510 5th Avenue, Regina, SK, S4T 0M2","ID:  Rescode: 15923 Telephone: 766-7540 Fax: 000-0000","Regina Qu'Appelle,Health Centre,",50.45,-104.61666666667,"YES","YES"
384,"Four Directions",2012-11-21 12:49:00,"Four Directions Community Health Centre, 3510 5th Avenue, Regina, SK, S4T 0M2","ID: 8 Rescode: 15923 Telephone: 766-7735 Fax: ","Regina Qu'Appelle,Primary Health Centre,",50.45,-104.61666666667,"YES","YES"
385,"Foam Lake Jubilee Home",2012-12-05 12:49:00,"Box 460, 421 Alberta Avenue E., Foam Lake, SK, S0A 1A0","ID: 41115 Rescode: 27630 Telephone: 272-4141 Fax: 272-4973","Sunrise,Special Care Home,",,,"YES","YES"
386,"Foam Lake Health Centre",2013-10-05 12:49:00,"Box 190, 715 Saskatchewan Avenue E., Foam Lake, SK, S0A 1A0","ID: 41 Rescode: 27630 Telephone: 272-3737 Fax: 272-4449","Sunrise,Health Centre,",,,"YES","YES"
387,"Fillmore Health Centre",2012-05-02 12:49:00,"Box 246, 100 Main St., Fillmore, SK, S0C 1N0","ID: 40 Rescode: 9655 Telephone: 722-3331 Fax: 722-3877","Sun Country,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",49.8833333333329,-103.43333333333,"YES","YES"
388,"Family Practice Unit - Saskatoon",2013-04-27 12:49:00,"Family Medicine, Royal University Hospital, 103 Hospital Dr, Saskatoon, SK, S7N 0W8","ID: 7 Rescode: 34424 Telephone: 766-4044 Fax: ","Saskatoon,Primary Health Centre,",52.116666666667,-106.63333333333,"YES","YES"
389,"Family Practice Unit - Regina",2012-11-20 12:49:00,"Regina General Hospital, 1440 14th Avenue, Regina, SK, S4P 0W5","ID: 6 Rescode: 15923 Telephone: 766-4044 Fax: ","Regina Qu'Appelle,Primary Health Centre,",50.45,-104.61666666667,"YES","YES"
390,"Fairhaven Personal Care Home",2013-03-07 12:49:00,"139 Olmstead Road, Saskatoon, SK, S7M 4L9","ID: 5584 Rescode: 34424 Telephone: 382-7800 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
391,"Extendicare Sunset",2012-08-21 12:49:00,"260 Sunset Drive, Regina, SK, S4S2S3","ID: 15138 Rescode: 15923 Telephone: 586-3355 Fax: 584-8082","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
392,"Extendicare Parkside",2012-08-20 12:49:00,"4540 Rae Street, Regina, SK, S4S 3B6","ID: 15110 Rescode: 15923 Telephone: 586-0220 Fax: 585-0622","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
393,"Extendicare Ltd.",2012-06-07 12:49:00,"1151 Coteau Street W., Moose Jaw, SK, S6H 5G5","ID: 6114 Rescode: 16120 Telephone: 693-5191 Fax: 692-1770","Five Hills,Special Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
394,"Extendicare Elmview",2012-08-19 12:49:00,"4125 Rae Street, Regina, SK, S4S 3A5","ID: 15129 Rescode: 15923 Telephone: 586-1787 Fax: 585-0255","Regina Qu'Appelle,Special Care Home,",50.45,-104.61666666667,"YES","YES"
395,"Extendicare",2013-01-21 12:49:00,"2225 Preston Avenue, Saskatoon, SK, S7J 2E7","ID: 45171 Rescode: 34424 Telephone: 374-2242 Fax: 373-2203","Saskatoon,Special Care Home,",52.116666666667,-106.63333333333,"YES","YES"
396,"Evergreens Personal Care Home",2012-06-17 12:49:00,"1033 Main Street North, Moose Jaw, SK, S6H 0X1","ID: 35 Rescode: 16120 Telephone: 692-7410 Fax: ","Five Hills,Personal Care Home,",50.3999999999999,-105.53333333333,"YES","YES"
397,"Evergreen Health Centre",2013-07-11 12:49:00,"Box 160, Leoville, SK, S0J 1N0","ID: 77 Rescode: 49653 Telephone: 984-2136 Fax: 984-2046","Prince Albert Parkland,Health Centre w/ Special Care Home,",53.6333333333329,-107.55,"YES","YES"
398,"Eston Health Centre/Jubilee Lodge",2013-05-13 12:49:00,"Box 667, 822 Main Street, Eston, SK, S0L 1A0","ID: 37/18128 Rescode: 25930 Telephone: 962-3667 Fax: 962-3900","Heartland,Health Centre w/ Special Care Home,24/7 ER Health Centre Site",51.1499999999999,-108.75,"YES","YES"
399,"Estevan Regional Nursing Home",2012-05-11 12:49:00,"Box 5000, 1921 Wellock Road, Estevan, SK, S4A 2V6","ID: 9122 Rescode: 528 Telephone: 634-2689 Fax: 634-7906","Sun Country,Special Care Home,",49.1333333333329,-102.983333333329,"YES","YES"
400,"Erimus",2012-09-21 12:49:00,"3446 Wascana Street, Regina, SK, S4S 2H3","ID: 4901 Rescode: 15923 Telephone: 586-2361 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
401,"Enriched Living Residence",2013-03-06 12:49:00,"54/56 Carleton Drive, Saskatoon, SK, S7H 3N6","ID: 6157 Rescode: 34424 Telephone: 477-5608 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
402,"Enriched Living",2013-03-05 12:49:00,"618 Acadia Drive, Saskatoon, SK, S7H 3V9","ID: 7579 Rescode: 34424 Telephone: 477-5939 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
403,"Emerald Private Care Home",2012-09-20 12:49:00,"5931 Hague Crescent, Regina, SK, S4X 3K6","ID: 2496 Rescode: 15923 Telephone: 543-0816 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
404,"Elrose Health Centre",2013-05-12 12:49:00,"Box 100, 505 Main Street, Elrose, SK, S0L 0Z0","ID: 34/18119 Rescode: 25730 Telephone: 378-2882 Fax: 378-2812","Heartland,Health Centre w/ Special Care Home,",51.2,-108.03333333333,"YES","YES"
405,"Elaine's Care Home",2013-03-04 12:49:00,"319 Silverwood Road, Saskatoon, SK, S7K 5S1","ID: 4278 Rescode: 34424 Telephone: 242-4940 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
406,"Eden Homes",2012-05-21 12:49:00,"560 - 5th Avenue NE, Weyburn, SK, S4H 2W1","ID: 6009 Rescode: 6726 Telephone: 842-7043 Fax: ","Sun Country,Personal Care Home,",49.6666666666669,-103.849999999999,"YES","YES"
407,"Echo Lodge",2012-08-12 12:49:00,"Box 1790, 560 Broadway Street W., Fort Qu'Appelle, SK, S0G 1S0","ID: 39129 Rescode: 18730 Telephone: 332-4300 Fax: 332-5708","Regina Qu'Appelle,Special Care Home,",,,"YES","YES"
408,"Eatonia Personal Care Home Inc.",2013-05-25 12:49:00,"205-2nd Avenue West, Eatonia, SK, S0L 0Y0","ID: 6122 Rescode: 26130 Telephone: 967-2447 Fax: ","Heartland,Personal Care Home,",51.216666666667,-109.38333333333,"YES","YES"
409,"Eatonia Health Care Centre",2013-05-10 12:49:00,"Box 400, 205 2nd Avenue W., Eatonia, SK, S0L 0Y0","ID: 32 Rescode: 26130 Telephone: 967-2591 Fax: 967-2373","Heartland,Health Centre,",51.216666666667,-109.38333333333,"YES","YES"
410,"Eatonia",2013-05-30 12:49:00,"Eatonia Health Care Facility, P.O. Box 400, Eatonia, SK, S0L 0Y0","ID: 5 Rescode: 26130 Telephone: 967-2591 Fax: ","Heartland,Primary Health Centre,",51.216666666667,-109.38333333333,"YES","YES"
411,"Eastend Wolf Willow Health Centre",2012-07-03 12:49:00,"Box 490, 555 Redcoat Drive, Eastend, SK, S0N 0T0","ID: 31/4118 Rescode: 4930 Telephone: 295-3534 Fax: 295-3223","Cypress,Health Centre w/ Special Care Home,ER Health Centre Site",49.516666666667,-108.81666666667,"YES","YES"
412,"East Hill Personal Care Home",2013-03-03 12:49:00,"1873/1875 East Hill, Saskatoon, SK, S7J 3C2","ID: 1910 Rescode: 34424 Telephone: 373-8548 Fax: ","Saskatoon,Personal Care Home,",52.116666666667,-106.63333333333,"YES","YES"
413,"Eaglestone Lodge Personal Care Home",2012-12-14 12:49:00,"346 Miles Street, Kamsack, SK, S0A 1S0","ID: 5304 Rescode: 27130 Telephone: 542-2620 Fax: ","Sunrise,Personal Care Home,",51.5666666666669,-101.9,"YES","YES"
414,"Dumauals' Nursing Home",2012-09-19 12:49:00,"351 Forsyth Crescent, Regina, SK, S4R 5L6","ID: 6688 Rescode: 15923 Telephone: 545-3098 Fax: ","Regina Qu'Appelle,Personal Care Home,",50.45,-104.61666666667,"YES","YES"
415,"Duck Lake Personal Care Home",2013-02-11 12:49:00,"NE 1/4 2-46-3-W3 RM #463, Duck Lake, SK, S0K 1J0","ID: 1341 Rescode: 46330 Telephone: 467-4835 Fax: ","Saskatoon,Personal Care Home,",52.8166666666669,-106.233333333329,"YES","YES"
